79_3	1
79_4	5
79_5	3.5
80_1	5
80_2	3.5
80_3	5
80_4	4.5
80_5	2.5
81_1	5
81_2	2.5
81_3	4
81_4	5
81_5	3.5
82_1	2.5
82_2	4
82_3	1
82_4	1.5
82_5	1
83_1	5
83_2	2
83_3	1
83_4	1
83_5	1
84_1	5
84_2	1
84_3	4.5
84_4	1.5
84_5	1
85_1	3
85_2	1.5
85_3	4.5
85_4	5
85_5	1.5
86_1	1
86_2	3
86_3	1.5
86_4	2
86_5	5
87_1	4.5
87_2	4.5
87_3	4.5
87_4	5
87_5	1
88_1	3
88_2	2.5
88_3	4.5
88_4	2.5
88_5	1.5
89_1	2.5
89_2	2
89_3	5
89_4	5
89_5	5
90_1	4.5
90_2	2.5
90_3	2.5
90_4	5
90_5	4
91_1	4
91_2	4
91_3	4
91_4	4.5
91_5	4
92_1	4
92_2	2
92_3	5
92_4	3.5
92_5	2
93_1	1.5
93_2	3.5
93_3	3
93_4	5
93_5	5
94_1	4
94_2	2
94_3	3
94_4	4
94_5	4.5
95_1	1
95_2	2
95_3	1
95_4	3
95_5	1
96_1	4.5
96_2	2.5
96_3	2.5
96_4	1
96_5	4
97_1	3
97_2	4
97_3	2.5
97_4	3.5
97_5	3.5
98_1	3.5
98_2	2.5
98_3	1.5
98_4	2
98_5	5
99_1	1
99_2	2.5
99_3	2.5
99_4	1
99_5	4.5
100_1	4.5
100_2	3.5
100_3	2.5
100_4	1.5
100_5	4
101_1	4.5
101_2	5
101_3	3
101_4	4
101_5	1.5
102_1	5
102_2	1
102_3	1.5
102_4	3.5
102_5	3
103_1	1
103_2	3.5
103_3	4
103_4	4.5
103_5	4
104_1	3.5
104_2	3.5
104_3	4.5
104_4	4
104_5	4
105_1	3.5
105_2	2.5
105_3	1
105_4	2.5
105_5	3.5
106_1	3
106_2	4
106_3	3.5
106_4	4
106_5	1
107_1	4.5
107_2	4
107_3	5
107_4	1
107_5	5
108_1	1
108_2	1
108_3	1
108_4	5
108_5	4.5
109_1	3
109_2	4
109_3	4
109_4	2.5
109_5	1
110_1	5
110_2	1.5
110_3	2.5
110_4	1
110_5	1
111_1	2.5
111_2	1
111_3	1
111_4	5
111_5	3
112_1	4.5
112_2	2
112_3	1
112_4	1
112_5	2
113_1	2.5
113_2	1.5
113_3	5
113_4	5
113_5	1
114_1	4.5
114_2	1
114_3	1.5
114_4	2.5
114_5	2
115_1	3.5
115_2	1
115_3	5
115_4	3.5
115_5	5
116_1	4.5
116_2	5
116_3	5
116_4	3
116_5	3
117_1	2.5
117_2	5
117_3	2
117_4	5
117_5	4.5
118_1	4.5
118_2	2
118_3	3
118_4	1
118_5	4.5
119_1	1
119_2	2.5
119_3	3
119_4	1
119_5	1
120_1	1
120_2	5
120_3	4
120_4	5
120_5	4.5
121_1	2.5
121_2	3
121_3	4.5
121_4	4.5
121_5	4.5
122_1	3
122_2	1
122_3	1
122_4	1
122_5	2
123_1	4.5
123_2	2
123_3	5
123_4	2.5
123_5	2
124_1	2.5
124_2	2.5
124_3	4.5
124_4	3
124_5	4
125_1	1.5
125_2	1.5
125_3	1
125_4	2.5
125_5	4.5
126_1	5
126_2	5
126_3	1
126_4	4.5
126_5	1
127_1	3
127_2	3.5
127_3	3.5
127_4	3.5
127_5	4.5
128_1	5
128_2	1.5
128_3	5
128_4	3.5
128_5	1.5
129_1	5
129_2	1
129_3	3.5
129_4	1.5
129_5	2.5
130_1	3.5
130_2	3
130_3	5
130_4	4.5
130_5	5
131_1	5
131_2	2
131_3	5
131_4	3.5
131_5	3.5
132_1	3.5
132_2	2
132_3	2
132_4	2
132_5	1.5
133_1	3.5
133_2	4.5
133_3	2.5
133_4	2
133_5	4.5
134_1	4.5
134_2	5
134_3	1.5
134_4	5
134_5	1
135_1	5
135_2	1.5
135_3	2.5
135_4	1
135_5	2.5
136_1	1.5
136_2	1
136_3	1
136_4	1.5
136_5	5
137_1	4.5
137_2	5
137_3	1
137_4	3.5
137_5	1
138_1	3.5
138_2	5
138_3	4
138_4	2.5
138_5	1.5
139_1	3
139_2	1
139_3	1
139_4	1.5
139_5	2
140_1	2.5
140_2	5
140_3	1
140_4	2
140_5	4
141_1	3.5
141_2	5
141_3	1
141_4	1.5
141_5	1
142_1	1
142_2	4.5
142_3	2
142_4	4.5
142_5	1.5
143_1	1
143_2	1
143_3	2.5
143_4	1
143_5	4.5
144_1	1
144_2	3
144_3	1
144_4	2
144_5	2.5
145_1	5
145_2	1
145_3	1
145_4	3.5
145_5	1.5
146_1	5
146_2	5
146_3	3.5
146_4	4
146_5	5
147_1	2
147_2	1
147_3	2.5
147_4	1.5
147_5	1
148_1	1
148_2	1.5
148_3	5
148_4	1.5
148_5	1
149_1	3.5
149_2	3
149_3	4
149_4	4.5
149_5	2
150_1	5
150_2	2.5
150_3	4.5
150_4	4
150_5	2.5
151_1	3.5
151_2	1.5
151_3	1
151_4	2
151_5	5
152_1	3.5
152_2	2.5
152_3	1.5
152_4	3.5
152_5	4.5
153_1	5
153_2	4.5
153_3	4
153_4	3
153_5	2.5
154_1	5
154_2	5
154_3	1.5
154_4	2
154_5	1.5
155_1	1
155_2	5
155_3	1
155_4	1
155_5	5
156_1	1
156_2	5
156_3	2.5
156_4	5
156_5	1.5
157_1	5
157_2	5
157_3	5
157_4	4
157_5	3.5
158_1	1
158_2	1.5
158_3	1
158_4	5
158_5	1.5
159_1	2
159_2	5
159_3	1
159_4	1.5
159_5	3
160_1	4.5
160_2	4.5
160_3	4
160_4	2.5
160_5	4
161_1	4.5
161_2	4
161_3	2.5
161_4	1.5
161_5	1.5
162_1	2.5
162_2	3.5
162_3	3.5
162_4	5
162_5	4.5
163_1	2
163_2	5
163_3	5
163_4	5
163_5	2
164_1	5
164_2	3.5
164_3	4
164_4	5
164_5	1
165_1	4.5
165_2	1
165_3	5
165_4	4
165_5	4.5
166_1	4.5
166_2	3
166_3	2
166_4	3
166_5	2
167_1	4.5
167_2	2.5
167_3	2.5
167_4	2.5
167_5	1.5
168_1	4.5
168_2	2.5
168_3	3
168_4	3
168_5	3.5
169_1	3
169_2	5
169_3	4
169_4	3.5
169_5	2.5
170_1	4.5
170_2	4.5
170_3	4
170_4	1.5
170_5	1.5
171_1	1.5
171_2	1.5
171_3	1
171_4	1.5
171_5	2
172_1	3
172_2	1.5
172_3	1
172_4	3.5
172_5	4.5
173_1	5
173_2	4
173_3	2
173_4	2
173_5	4.5
174_1	5
174_2	1.5
174_3	1.5
174_4	3.5
174_5	2.5
175_1	5
175_2	4.5
175_3	4.5
175_4	1.5
175_5	3
176_1	3.5
176_2	2.5
176_3	1.5
176_4	5
176_5	3
177_1	1.5
177_2	1
177_3	5
177_4	4.5
177_5	2.5
178_1	5
178_2	4
178_3	1
178_4	4
178_5	4
179_1	4
179_2	1
179_3	4.5
179_4	1.5
179_5	3.5
180_1	2
180_2	5
180_3	1.5
180_4	3
180_5	4.5
181_1	2
181_2	4.5
181_3	4
181_4	3.5
181_5	5
182_1	3.5
182_2	3.5
182_3	1.5
182_4	3.5
182_5	3
183_1	4.5
183_2	4.5
183_3	4.5
183_4	4.5
183_5	2
184_1	5
184_2	4
184_3	2
184_4	3.5
184_5	4.5
185_1	5
185_2	3
185_3	1.5
185_4	2
185_5	2.5
186_1	5
186_2	5
186_3	4.5
186_4	4.5
186_5	1.5
187_1	1
187_2	2
187_3	1
187_4	1
187_5	5
188_1	2.5
188_2	2
188_3	5
188_4	2.5
188_5	1.5
189_1	1.5
189_2	1
189_3	1
189_4	3.5
189_5	2.5
190_1	2
190_2	1
190_3	1.5
190_4	1.5
190_5	5
191_1	4
191_2	1
191_3	5
191_4	5
191_5	2
192_1	4
192_2	2.5
192_3	3.5
192_4	1.5
192_5	4.5
193_1	2.5
193_2	4
193_3	4
193_4	2
193_5	3
194_1	5
194_2	3
194_3	1
194_4	2.5
194_5	3
195_1	4
195_2	5
195_3	4.5
195_4	4.5
195_5	1.5
196_1	5
196_2	3.5
196_3	4.5
196_4	4.5
196_5	3
197_1	4.5
197_2	5
197_3	4
197_4	3.5
197_5	4
198_1	3.5
198_2	5
198_3	2
198_4	3.5
198_5	2
199_1	5
199_2	5
199_3	1.5
199_4	4.5
199_5	1
200_1	1.5
200_2	2
200_3	3
200_4	1
200_5	5
201_1	2.5
201_2	5
201_3	4.5
201_4	5
201_5	4
202_1	5
202_2	2
202_3	1.5
202_4	2.5
202_5	1
203_1	3
203_2	3
203_3	3.5
203_4	5
203_5	5
204_1	5
204_2	5
204_3	3
204_4	5
204_5	4.5
205_1	1
205_2	1
205_3	1
205_4	3
205_5	4.5
206_1	4
206_2	3.5
206_3	3
206_4	3
206_5	3.5
207_1	1
207_2	2
207_3	5
207_4	1.5
207_5	1.5
208_1	4
208_2	5
208_3	4.5
208_4	3.5
208_5	3
209_1	3
209_2	2
209_3	5
209_4	4.5
209_5	1
210_1	3
210_2	2
210_3	3
210_4	1
210_5	3
211_1	5
211_2	3
211_3	3.5
211_4	1.5
211_5	3
212_1	1
212_2	1
212_3	3.5
212_4	3.5
212_5	3
213_1	4
213_2	1
213_3	4.5
213_4	1
213_5	5
214_1	4.5
214_2	1.5
214_3	2
214_4	2.5
214_5	4.5
215_1	1
215_2	5
215_3	1.5
215_4	1
215_5	4.5
216_1	4.5
216_2	2
216_3	2
216_4	1.5
216_5	4
217_1	5
217_2	2
217_3	1.5
217_4	2
217_5	1.5
218_1	5
218_2	3.5
218_3	5
218_4	4
218_5	1
219_1	1.5
219_2	3
219_3	3.5
219_4	4
219_5	5
220_1	5
220_2	2.5
220_3	2.5
220_4	2
220_5	1.5
221_1	4
221_2	5
221_3	4.5
221_4	4.5
221_5	3.5
222_1	4
222_2	5
222_3	1.5
222_4	2.5
222_5	2
223_1	2.5
223_2	1.5
223_3	5
223_4	1.5
223_5	1
224_1	3
224_2	4.5
224_3	4
224_4	4.5
224_5	4.5
225_1	1
225_2	5
225_3	2.5
225_4	2.5
225_5	3.5
226_1	5
226_2	5
226_3	2.5
226_4	4
226_5	5
227_1	5
227_2	5
227_3	2
227_4	1.5
227_5	2.5
228_1	1
228_2	3.5
228_3	5
228_4	4
228_5	2.5
229_1	3
229_2	2.5
229_3	3.5
229_4	4.5
229_5	2
230_1	1
230_2	2
230_3	1
230_4	1
230_5	5
231_1	4
231_2	4.5
231_3	1.5
231_4	4.5
231_5	3
232_1	3
232_2	2
232_3	5
232_4	3.5
232_5	3.5
233_1	5
233_2	1
233_3	1
233_4	1
233_5	1
234_1	4
234_2	3.5
234_3	4.5
234_4	3.5
234_5	1.5
235_1	2
235_2	5
235_3	4
235_4	4.5
235_5	4.5
236_1	2
236_2	1.5
236_3	4
236_4	4.5
236_5	4.5
237_1	5
237_2	2
237_3	2.5
237_4	4.5
237_5	3
238_1	4.5
238_2	5
238_3	5
238_4	5
238_5	1.5
239_1	2
239_2	5
239_3	5
239_4	5
239_5	3.5
240_1	5
240_2	1
240_3	5
240_4	5
240_5	5
241_1	1.5
241_2	2
241_3	5
241_4	1
241_5	5
242_1	1.5
242_2	5
242_3	1
242_4	2
242_5	1.5
243_1	5
243_2	4
243_3	1.5
243_4	2.5
243_5	1
244_1	1.5
244_2	4
244_3	4.5
244_4	5
244_5	4.5
245_1	5
245_2	1.5
245_3	3
245_4	4
245_5	3
246_1	5
246_2	1
246_3	2
246_4	1
246_5	5
247_1	4
247_2	4.5
247_3	3
247_4	2
247_5	4
248_1	1
248_2	2
248_3	1
248_4	5
248_5	1.5
249_1	1
249_2	5
249_3	2.5
249_4	4.5
249_5	1
250_1	5
250_2	4.5
250_3	5
250_4	1
250_5	5
251_1	4.5
251_2	5
251_3	5
251_4	5
251_5	4.5
252_1	1.5
252_2	1.5
252_3	5
252_4	3
252_5	2.5
253_1	1.5
253_2	5
253_3	2.5
253_4	2.5
253_5	3.5
254_1	4
254_2	4.5
254_3	5
254_4	3
254_5	5
255_1	2
255_2	3.5
255_3	5
255_4	4.5
255_5	2
256_1	4
256_2	3
256_3	5
256_4	2
256_5	5
257_1	4.5
257_2	5
257_3	1.5
257_4	3
257_5	2.5
258_1	5
258_2	4.5
258_3	5
258_4	4
258_5	3
259_1	4
259_2	5
259_3	4.5
259_4	4
259_5	3
260_1	2.5
260_2	4.5
260_3	2.5
260_4	4
260_5	1.5
261_1	4
261_2	4
261_3	1
261_4	5
261_5	4
262_1	2.5
262_2	5
262_3	5
262_4	5
262_5	3
263_1	3
263_2	3.5
263_3	5
263_4	1.5
263_5	3
264_1	3
264_2	2
264_3	1.5
264_4	4.5
264_5	4.5
265_1	1.5
265_2	1.5
265_3	4.5
265_4	1
265_5	1.5
266_1	5
266_2	5
266_3	3.5
266_4	5
266_5	4.5
267_1	4
267_2	5
267_3	2.5
267_4	2.5
267_5	1.5
268_1	5
268_2	4.5
268_3	1
268_4	2.5
268_5	2.5
269_1	2
269_2	2
269_3	5
269_4	1.5
269_5	4
270_1	5
270_2	2
270_3	1.5
270_4	3.5
270_5	4.5
271_1	1
271_2	4
271_3	1.5
271_4	5
271_5	2.5
272_1	2.5
272_2	3.5
272_3	3
272_4	2
272_5	4.5
273_1	1
273_2	1
273_3	1.5
273_4	5
273_5	1
274_1	5
274_2	2.5
274_3	2
274_4	1
274_5	1.5
275_1	3.5
275_2	4
275_3	2
275_4	2
275_5	4
276_1	3
276_2	3
276_3	1
276_4	3.5
276_5	5
277_1	4.5
277_2	5
277_3	1.5
277_4	1
277_5	2
278_1	3.5
278_2	3.5
278_3	1
278_4	4.5
278_5	1
279_1	1
279_2	2.5
279_3	3.5
279_4	5
279_5	1.5
280_1	1.5
280_2	5
280_3	2.5
280_4	2.5
280_5	5
281_1	4
281_2	4.5
281_3	1
281_4	2.5
281_5	3.5
282_1	5
282_2	1.5
282_3	4
282_4	4
282_5	3.5
283_1	3
283_2	5
283_3	1
283_4	5
283_5	4
284_1	2.5
284_2	5
284_3	5
284_4	5
284_5	4
285_1	4.5
285_2	3.5
285_3	5
285_4	5
285_5	5
286_1	5
286_2	4.5
286_3	2
286_4	2
286_5	4.5
287_1	4.5
287_2	2.5
287_3	3
287_4	4.5
287_5	4
288_1	2
288_2	5
288_3	4
288_4	1.5
288_5	2
289_1	4
289_2	4.5
289_3	1
289_4	5
289_5	4
290_1	3
290_2	3
290_3	3
290_4	4.5
290_5	1
291_1	5
291_2	4
291_3	3
291_4	4
291_5	3.5
292_1	5
292_2	4.5
292_3	5
292_4	3.5
292_5	2.5
293_1	1.5
293_2	4.5
293_3	4
293_4	4.5
293_5	5
294_1	5
294_2	5
294_3	3.5
294_4	5
294_5	1.5
295_1	4.5
295_2	2.5
295_3	4
295_4	1.5
295_5	2
296_1	2
296_2	4.5
296_3	4.5
296_4	4
296_5	5
297_1	5
297_2	1
297_3	1
297_4	1
297_5	2
298_1	1
298_2	5
298_3	3.5
298_4	3
298_5	1.5
299_1	2.5
299_2	3.5
299_3	1
299_4	2.5
299_5	3
300_1	1.5
300_2	3
300_3	5
300_4	5
300_5	5
301_1	1
301_2	3.5
301_3	1
301_4	4.5
301_5	4.5
302_1	1.5
302_2	1.5
302_3	5
302_4	5
302_5	3.5
303_1	3.5
303_2	2.5
303_3	3.5
303_4	1.5
303_5	5
304_1	3
304_2	3
304_3	4.5
304_4	4
304_5	3.5
305_1	2
305_2	5
305_3	5
305_4	3.5
305_5	2
306_1	3.5
306_2	4.5
306_3	4
306_4	3.5
306_5	4
307_1	3
307_2	3.5
307_3	4
307_4	3
307_5	1
308_1	4.5
308_2	4
308_3	5
308_4	4
308_5	1.5
309_1	5
309_2	2
309_3	3
309_4	3.5
309_5	3
310_1	3
310_2	1
310_3	3.5
310_4	1
310_5	5
311_1	4.5
311_2	4
311_3	1
311_4	5
311_5	3.5
312_1	5
312_2	1
312_3	2
312_4	5
312_5	2
313_1	4
313_2	4.5
313_3	3
313_4	5
313_5	4
314_1	3
314_2	5
314_3	1
314_4	1.5
314_5	2.5
315_1	1
315_2	1
315_3	5
315_4	1
315_5	1.5
316_1	3
316_2	1
316_3	2
316_4	4
316_5	5
317_1	1.5
317_2	1.5
317_3	4.5
317_4	2.5
317_5	2.5
318_1	1
318_2	1
318_3	5
318_4	3.5
318_5	4
319_1	4.5
319_2	2
319_3	5
319_4	2
319_5	4.5
320_1	2
320_2	4.5
320_3	2.5
320_4	1
320_5	5
321_1	4
321_2	3.5
321_3	4
321_4	3
321_5	3
322_1	4
322_2	2.5
322_3	3
322_4	5
322_5	2.5
323_1	4
323_2	4.5
323_3	4
323_4	2
323_5	1
324_1	1
324_2	5
324_3	1.5
324_4	2.5
324_5	1.5
325_1	2.5
325_2	3
325_3	1.5
325_4	5
325_5	1.5
326_1	4
326_2	1.5
326_3	5
326_4	2
326_5	3.5
327_1	1
327_2	2
327_3	1.5
327_4	1.5
327_5	2.5
328_1	5
328_2	4.5
328_3	1
328_4	2.5
328_5	2
329_1	4
329_2	5
329_3	3
329_4	5
329_5	2.5
330_1	5
330_2	5
330_3	5
330_4	4.5
330_5	1.5
331_1	4
331_2	3.5
331_3	2
331_4	3
331_5	3
332_1	4.5
332_2	1
332_3	4
332_4	4.5
332_5	1
333_1	5
333_2	4
333_3	4.5
333_4	3
333_5	1.5
334_1	3.5
334_2	1
334_3	4
334_4	1.5
334_5	5
335_1	4
335_2	5
335_3	4.5
335_4	1
335_5	3.5
336_1	3.5
336_2	4.5
336_3	4
336_4	1
336_5	1.5
337_1	3.5
337_2	5
337_3	4.5
337_4	3.5
337_5	1
338_1	4.5
338_2	4.5
338_3	2
338_4	3.5
338_5	5
339_1	4
339_2	4.5
339_3	4.5
339_4	5
339_5	4
340_1	5
340_2	3
340_3	3.5
340_4	4
340_5	3.5
341_1	4
341_2	4
341_3	4
341_4	4.5
341_5	3.5
342_1	5
342_2	5
342_3	1
342_4	5
342_5	5
343_1	1.5
343_2	5
343_3	4
343_4	3
343_5	5
344_1	1
344_2	4.5
344_3	2
344_4	4
344_5	3.5
345_1	3
345_2	1.5
345_3	5
345_4	3
345_5	1
346_1	5
346_2	4.5
346_3	4
346_4	3
346_5	5
347_1	4.5
347_2	4.5
347_3	2.5
347_4	1
347_5	1.5
348_1	5
348_2	2
348_3	2.5
348_4	1.5
348_5	3.5
349_1	3
349_2	2.5
349_3	5
349_4	4
349_5	5
350_1	2.5
350_2	2
350_3	5
350_4	1
350_5	1
351_1	1.5
351_2	1.5
351_3	3.5
351_4	1
351_5	3
352_1	3
352_2	1
352_3	1
352_4	1
352_5	4.5
353_1	1.5
353_2	5
353_3	3.5
353_4	2.5
353_5	3
354_1	5
354_2	5
354_3	4.5
354_4	5
354_5	4.5
355_1	1.5
355_2	4.5
355_3	4
355_4	4.5
355_5	5
356_1	2.5
356_2	3
356_3	5
356_4	1
356_5	4
357_1	1
357_2	3.5
357_3	5
357_4	5
357_5	2.5
358_1	4
358_2	4
358_3	5
358_4	4.5
358_5	4
359_1	3
359_2	1.5
359_3	1
359_4	5
359_5	3.5
360_1	4.5
360_2	2.5
360_3	1.5
360_4	1
360_5	3
361_1	5
361_2	3
361_3	2
361_4	2.5
361_5	1
362_1	4.5
362_2	5
362_3	2.5
362_4	5
362_5	5
363_1	1
363_2	3.5
363_3	2
363_4	5
363_5	2.5
364_1	3.5
364_2	5
364_3	3
364_4	4
364_5	3.5
365_1	1
365_2	5
365_3	1
365_4	1.5
365_5	4
366_1	2
366_2	3.5
366_3	4
366_4	5
366_5	2.5
367_1	1.5
367_2	4.5
367_3	3.5
367_4	5
367_5	1
368_1	5
368_2	3.5
368_3	3.5
368_4	2.5
368_5	3
369_1	1.5
369_2	3
369_3	4.5
369_4	5
369_5	1.5
370_1	5
370_2	4.5
370_3	2
370_4	5
370_5	4.5
371_1	1
371_2	1.5
371_3	4.5
371_4	3
371_5	5
372_1	1.5
372_2	5
372_3	2
372_4	4.5
372_5	5
373_1	3
373_2	4.5
373_3	3
373_4	3.5
373_5	4
374_1	3
374_2	2.5
374_3	1
374_4	5
374_5	4.5
375_1	1
375_2	1.5
375_3	4
375_4	4.5
375_5	3.5
376_1	4
376_2	1.5
376_3	5
376_4	4
376_5	4.5
377_1	5
377_2	4
377_3	3.5
377_4	4.5
377_5	2.5
378_1	1
378_2	2
378_3	4
378_4	5
378_5	2
379_1	4.5
379_2	3.5
379_3	2
379_4	3.5
379_5	3
380_1	4
380_2	4.5
380_3	4.5
380_4	5
380_5	3.5
381_1	5
381_2	4
381_3	1
381_4	4
381_5	5
382_1	1.5
382_2	4.5
382_3	1.5
382_4	5
382_5	1
383_1	4.5
383_2	2.5
383_3	4
383_4	5
383_5	1
384_1	1
384_2	2.5
384_3	3
384_4	1
384_5	2
385_1	4.5
385_2	5
385_3	4.5
385_4	2.5
385_5	3
386_1	2.5
386_2	3.5
386_3	4.5
386_4	5
386_5	4.5
387_1	4
387_2	4.5
387_3	3
387_4	4.5
387_5	2
388_1	4
388_2	1.5
388_3	5
388_4	5
388_5	4
389_1	2.5
389_2	5
389_3	4
389_4	5
389_5	2.5
390_1	3
390_2	3.5
390_3	5
390_4	5
390_5	4.5
391_1	4.5
391_2	1
391_3	3
391_4	1
391_5	5
392_1	3
392_2	1
392_3	1.5
392_4	5
392_5	2
393_1	2
393_2	4.5
393_3	4.5
393_4	2.5
393_5	3
394_1	3.5
394_2	3.5
394_3	3
394_4	5
394_5	4
395_1	5
395_2	3
395_3	4.5
395_4	4
395_5	5
396_1	4
396_2	4.5
396_3	2
396_4	1
396_5	4.5
397_1	5
397_2	2
397_3	5
397_4	4.5
397_5	4
398_1	1
398_2	3
398_3	1
398_4	1.5
398_5	1
399_1	3.5
399_2	4
399_3	1
399_4	2
399_5	3.5
400_1	3.5
400_2	2
400_3	3.5
400_4	5
400_5	3
401_1	1
401_2	5
401_3	2
401_4	3
401_5	1.5
402_1	5
402_2	1.5
402_3	3.5
402_4	1.5
402_5	5
403_1	4.5
403_2	2
403_3	5
403_4	1
403_5	5
404_1	5
404_2	4
404_3	4.5
404_4	2
404_5	2
405_1	4.5
405_2	4
405_3	3
405_4	5
405_5	3.5
406_1	1
406_2	5
406_3	3
406_4	1
406_5	4
407_1	5
407_2	1
407_3	5
407_4	5
407_5	3.5
408_1	5
408_2	4
408_3	1
408_4	3.5
408_5	2
409_1	2.5
409_2	3.5
409_3	4
409_4	5
409_5	3.5
410_1	5
410_2	1
410_3	2
410_4	1.5
410_5	4
411_1	3.5
411_2	5
411_3	4.5
